alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_type,damage,device_condition,first_crash_type,hit_and_run_i,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,injuries_total,injuries_unknown,latitude,lighting_condition,longitude,most_severe_injury,num_units,posted_speed_limit,prim_contributory_cause,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_no,traffic_control_device,trafficway_type,weather_condition,crash_date_est_i,intersection_related_i,work_zone_i,dooring_i,private_property_i,veh_count,ppl_count,veh_first_contact_point_list_json,veh_make_list_json,veh_maneuver_list_json,veh_model_list_json,veh_towed_i_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_ejection_list_json,ppl_injury_classification_list_json,year,month,day,hour,is_weekend,hour_bin,lat_bin,lng_bin,grid_id,veh_truck_i,veh_mc_i,ppl_age_mean,ppl_age_min,ppl_age_max,cause_group
STRAIGHT AND LEVEL,1711,2025-09-19 11:55:00,6,11,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,41.9844410925,daylight,-87.7093997065,NO INDICATION OF INJURY,3,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,N,5648,no controls,DIVIDED - W/MEDIAN (NOT RAISED),clear,,,,,,5,2,"[""FRONT"", ""FRONT-LEFT-CORNER"", ""SIDE-RIGHT-REAR""]","[""CHEVROLET"", ""JEEP"", ""MAZDA""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""CHEROKEE"", ""CX-5"", ""EXPRESS""]",[],"[""21"", ""32""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,11,0,morning,41.98,-87.71,41.98_-87.71,0,0,26.5,21.0,32.0,Other
STRAIGHT AND LEVEL,513,2025-09-23 08:40:00,3,8,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,ANGLE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.6980137403,daylight,-87.5957162753,NO INDICATION OF INJURY,2,15,FAILING TO YIELD RIGHT-OF-WAY,NO DEFECTS,dry,NOT APPLICABLE,S,10808,no controls,PARKING LOT,clear,,,,,,4,1,"[""REAR"", ""SIDE-RIGHT""]","[""DODGE"", ""NISSAN""]","[""BACKING"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""ROGUE""]",[],"[""83""]","[""DID NOT DEPLOY"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,8,0,morning,41.7,-87.6,41.7_-87.6,0,0,83.0,83.0,83.0,Failure-to-Yield
STRAIGHT AND LEVEL,1925,2025-09-19 13:25:00,6,13,9,injury and / or tow due to crash,"OVER $1,500",OTHER,PEDALCYCLIST,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,41.9535434773,daylight,-87.6443005968,INCAPACITATING INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,N,3920,other,NOT DIVIDED,clear,,,,,,2,1,"[""FRONT""]","[""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""MOTORIZED""]",[],"[""32""]","[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""INCAPACITATING INJURY"", ""NO INDICATION OF INJURY""]",2025,9,19,13,0,afternoon,41.95,-87.64,41.95_-87.64,0,1,32.0,32.0,32.0,Other
STRAIGHT AND LEVEL,933,2025-09-21 23:34:00,1,23,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,TURNING,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,41.8086878811,darkness,-87.6553867772,"REPORTED, NOT EVIDENT",2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,S,4700,traffic signal,FOUR WAY,clear,,,,,,4,2,"[""FRONT"", ""SIDE-LEFT""]","[""CHEVROLET"", ""NISSAN""]","[""STRAIGHT AHEAD"", ""U-TURN""]","[""MAXIMA"", ""TAHOE""]","[""Y""]","[""25"", ""4""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY"", ""REPORTED, NOT EVIDENT""]",2025,9,21,23,1,evening,41.81,-87.66,41.81_-87.66,0,0,14.5,4.0,25.0,Other
STRAIGHT AND LEVEL,411,2025-09-20 10:20:00,7,10,9,injury and / or tow due to crash,"$501 - $1,500",FUNCTIONING PROPERLY,PEDESTRIAN,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,41.7514606032,"darkness, lighted road",-87.585971993,INCAPACITATING INJURY,2,30,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NO DEFECTS,wet,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",S,7900,traffic signal,"FIVE POINT, OR MORE",clear,1.0,1.0,,,,2,1,"[""FRONT""]","[""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""18""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""INCAPACITATING INJURY"", ""NO INDICATION OF INJURY""]",2025,9,20,10,1,morning,41.75,-87.59,41.75_-87.59,0,0,18.0,18.0,18.0,Other
STRAIGHT AND LEVEL,234,2025-09-19 15:45:00,6,15,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,TURNING,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7976776793,daylight,-87.5808641651,NO INDICATION OF INJURY,2,25,FAILING TO YIELD RIGHT-OF-WAY,NO DEFECTS,dry,UNABLE TO DETERMINE,S,5400,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""SIDE-LEFT-FRONT"", ""UNKNOWN""]","[""HONDA"", ""VOLKSWAGEN""]","[""STRAIGHT AHEAD"", ""TURNING RIGHT""]","[""ODYSSEY"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""37""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,15,0,afternoon,41.8,-87.58,41.8_-87.58,0,0,37.0,37.0,37.0,Failure-to-Yield
STRAIGHT AND LEVEL,1524,2025-09-21 22:30:00,1,22,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9020496556,"darkness, lighted road",-87.7643262636,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,,NOT APPLICABLE,W,5511,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""SIDE-RIGHT-REAR"", ""UNKNOWN""]","[""FORD"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""FUSION"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,21,22,1,evening,41.9,-87.76,41.9_-87.76,0,0,,,,Other
STRAIGHT AND LEVEL,513,2025-09-19 10:50:00,6,10,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.6942779803,daylight,-87.6246115715,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,dry,NOT APPLICABLE,W,37,no controls,ONE-WAY,clear,,,,,,4,0,"[""SIDE-LEFT"", ""UNKNOWN""]","[""BUICK"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""ENCORE"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,10,0,morning,41.69,-87.62,41.69_-87.62,0,0,,,,Other
STRAIGHT ON GRADE,1034,2025-09-21 15:10:00,1,15,9,no injury / drive away,"$501 - $1,500",FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8418926428,daylight,-87.694984229,NO INDICATION OF INJURY,2,30,FOLLOWING TOO CLOSELY,NO DEFECTS,dry,FOLLOWING TOO CLOSELY,S,2731,traffic signal,DIVIDED - W/MEDIAN (NOT RAISED),clear,,,,,,3,1,"[""FRONT"", ""REAR""]","[""NISSAN""]","[""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""SENTRA""]",[],"[""37""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,15,1,afternoon,41.84,-87.69,41.84_-87.69,0,0,37.0,37.0,37.0,Following Too Closely
STRAIGHT AND LEVEL,935,2025-09-22 18:00:00,2,18,9,no injury / drive away,$500 OR LESS,FUNCTIONING PROPERLY,PEDESTRIAN,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8089080695,daylight,-87.6408262161,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,S,4700,traffic signal,FOUR WAY,clear,,,,,,2,1,"[""UNKNOWN""]","[""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""23""]","[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,18,0,afternoon,41.81,-87.64,41.81_-87.64,0,0,23.0,23.0,23.0,Other
STRAIGHT AND LEVEL,2525,2025-09-19 18:55:00,6,18,9,no injury / drive away,$500 OR LESS,NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9209873118,dawn,-87.7301932505,NO INDICATION OF INJURY,2,20,UNABLE TO DETERMINE,,,NOT APPLICABLE,N,2205,no controls,ONE-WAY,clear,,,,,,4,0,"[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT""]","[""HONDA"", ""TOYOTA""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""ACCORD"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,18,0,afternoon,41.92,-87.73,41.92_-87.73,0,0,,,,Other
STRAIGHT AND LEVEL,1133,2025-09-23 07:00:00,3,7,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8722467349,"darkness, lighted road",-87.7179054982,NO INDICATION OF INJURY,2,20,UNABLE TO DETERMINE,,,NOT APPLICABLE,S,711,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""REAR-LEFT-CORNER"", ""UNKNOWN""]","[""CHEVROLET"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""MALIBU"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,7,0,morning,41.87,-87.72,41.87_-87.72,0,0,,,,Other
STRAIGHT AND LEVEL,1622,2025-09-19 19:30:00,6,19,9,no injury / drive away,"OVER $1,500",,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9828829463,"darkness, lighted road",-87.787588155,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,N,5599,,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT"", ""REAR""]","[""AUDI"", ""TOYOTA""]","[""STRAIGHT AHEAD""]","[""CAMRY"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""34""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,19,0,evening,41.98,-87.79,41.98_-87.79,0,0,34.0,34.0,34.0,Other
STRAIGHT AND LEVEL,1914,2025-09-20 22:30:00,7,22,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,41.9689820543,"darkness, lighted road",-87.6547033367,"REPORTED, NOT EVIDENT",2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,W,997,stop sign/flasher,NOT DIVIDED,clear,,,,,1.0,4,1,"[""FRONT"", ""REAR-LEFT-CORNER""]","[""ACURA"", ""TOYOTA""]","[""STRAIGHT AHEAD""]","[""CAMRY"", ""TLX""]",[],"[""38""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""REPORTED, NOT EVIDENT""]",2025,9,20,22,1,evening,41.97,-87.65,41.97_-87.65,0,0,38.0,38.0,38.0,Other
STRAIGHT AND LEVEL,914,2025-09-21 15:35:00,1,15,9,no injury / drive away,$500 OR LESS,NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.855347014,daylight,-87.6316990261,NO INDICATION OF INJURY,2,5,IMPROPER BACKING,NO DEFECTS,dry,NOT APPLICABLE,S,2001,no controls,PARKING LOT,clear,,,,,,4,0,"[""FRONT"", ""REAR""]","[""MITSUBISHI"", ""TESLA""]","[""LEAVING TRAFFIC LANE TO PARK"", ""PARKED""]","[""MODEL Y"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,15,1,afternoon,41.86,-87.63,41.86_-87.63,0,0,,,,DUI/Impairment
STRAIGHT AND LEVEL,1021,2025-09-24 12:59:00,4,12,9,no injury / drive away,"OVER $1,500",,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8629868349,daylight,-87.7130061514,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,dry,NOT APPLICABLE,W,3500,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""FRONT"", ""REAR""]","[""HONDA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""CR-V"", ""MOTORIZED""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,24,12,0,morning,41.86,-87.71,41.86_-87.71,0,1,,,,Other
STRAIGHT AND LEVEL,1532,2025-09-24 08:55:00,4,8,9,no injury / drive away,"OVER $1,500",NO CONTROLS,HEAD ON,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8892896577,daylight,-87.7552474901,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,N,457,no controls,DIVIDED - W/MEDIAN (NOT RAISED),clear,,,,,,4,1,"[""FRONT-RIGHT-CORNER""]","[""FORD"", ""UNKNOWN""]","[""STRAIGHT AHEAD"", ""UNKNOWN/NA""]","[""F150"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""0""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,8,0,morning,41.89,-87.76,41.89_-87.76,0,0,0.0,0.0,0.0,Other
STRAIGHT AND LEVEL,2521,2025-09-20 00:10:00,7,0,9,no injury / drive away,"$501 - $1,500",FUNCTIONING PROPERLY,TURNING,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.9315756084,"darkness, lighted road",-87.7467433011,NO INDICATION OF INJURY,2,30,DISREGARDING TRAFFIC SIGNALS,NO DEFECTS,dry,UNABLE TO DETERMINE,N,2800,traffic signal,FOUR WAY,clear,,1.0,,,,4,2,"[""FRONT"", ""SIDE-LEFT-FRONT""]","[""BUICK"", ""HONDA""]","[""STRAIGHT AHEAD"", ""TURNING LEFT""]","[""CIVIC"", ""REGAL""]",[],"[""23"", ""26""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,0,1,night,41.93,-87.75,41.93_-87.75,0,0,24.5,23.0,26.0,Other
STRAIGHT AND LEVEL,1522,2025-09-20 13:00:00,7,13,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8815714514,daylight,-87.7600163206,NO INDICATION OF INJURY,2,30,NOT APPLICABLE,,wet,UNABLE TO DETERMINE,N,41,no controls,ONE-WAY,clear,,,,,,4,0,"[""SIDE-RIGHT"", ""UNKNOWN""]","[""DODGE"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""JOURNEY"", ""MOTORIZED""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,20,13,1,afternoon,41.88,-87.76,41.88_-87.76,0,1,,,,Other
STRAIGHT AND LEVEL,131,2025-09-21 19:00:00,1,19,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PEDESTRIAN,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8657003856,daylight,-87.6242595813,NO INDICATION OF INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,,dry,NOT APPLICABLE,S,1300,no controls,FOUR WAY,clear,,,,,,2,0,"[""FRONT-RIGHT-CORNER""]","[""GENESIS""]","[""STRAIGHT AHEAD""]","[""G70""]",[],[],"[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,19,1,evening,41.87,-87.62,41.87_-87.62,0,0,,,,Failure-to-Yield
STRAIGHT AND LEVEL,1732,2025-09-23 12:12:00,3,12,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9492389332,daylight,-87.7153862131,NO INDICATION OF INJURY,2,25,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NO DEFECTS,dry,UNABLE TO DETERMINE,N,3728,no controls,ONE-WAY,clear,,,,,,4,1,"[""SIDE-LEFT"", ""SIDE-RIGHT""]","[""DODGE"", ""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""RAM 2500 PU""]",[],"[""24""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,12,0,morning,41.95,-87.72,41.95_-87.72,0,0,24.0,24.0,24.0,Other
STRAIGHT AND LEVEL,912,2025-09-20 18:00:00,7,18,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8268387841,daylight,-87.6764659915,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,W,2032,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""FRONT"", ""UNDER CARRIAGE""]","[""NISSAN"", ""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""SE""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,18,1,afternoon,41.83,-87.68,41.83_-87.68,0,0,,,,Other
STRAIGHT AND LEVEL,832,2025-09-23 19:15:00,3,19,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.7611602269,"darkness, lighted road",-87.6819694759,NO INDICATION OF INJURY,2,35,FAILING TO REDUCE SPEED TO AVOID CRASH,NO DEFECTS,dry,UNABLE TO DETERMINE,S,7258,stop sign/flasher,ONE-WAY,clear,1.0,,,,,4,0,"[""SIDE-RIGHT"", ""UNKNOWN""]","[""KIA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""MOTORIZED"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,23,19,0,evening,41.76,-87.68,41.76_-87.68,0,1,,,,Speeding
STRAIGHT AND LEVEL,611,2025-09-23 17:31:00,3,17,9,no injury / drive away,"OVER $1,500",NO CONTROLS,REAR END,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.7521403439,daylight,-87.6733309283,NO INDICATION OF INJURY,3,30,FOLLOWING TOO CLOSELY,NO DEFECTS,dry,NOT APPLICABLE,S,7758,no controls,DIVIDED - W/MEDIAN (NOT RAISED),clear,,,,,,5,1,"[""FRONT"", ""REAR-RIGHT-CORNER""]","[""ACURA"", ""LEXUS"", ""UNKNOWN""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""ADX"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""55""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,17,0,afternoon,41.75,-87.67,41.75_-87.67,0,0,55.0,55.0,55.0,Following Too Closely
STRAIGHT AND LEVEL,731,2025-09-24 16:22:00,4,16,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,FIXED OBJECT,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,41.767303583,daylight,-87.6335289696,NO INDICATION OF INJURY,1,30,FAILING TO REDUCE SPEED TO AVOID CRASH,NO DEFECTS,dry,UNABLE TO DETERMINE,W,330,no controls,NOT DIVIDED,clear,,,,,,2,0,"[""FRONT-LEFT-CORNER""]","[""KIA""]","[""STRAIGHT AHEAD""]","[""SPORTAGE""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,16,0,afternoon,41.77,-87.63,41.77_-87.63,0,0,,,,Speeding
STRAIGHT AND LEVEL,1823,2025-09-21 01:30:00,1,1,9,no injury / drive away,"$501 - $1,500",FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.903656038,"darkness, lighted road",-87.6400225038,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,dry,NOT APPLICABLE,W,443,traffic signal,FOUR WAY,clear,,,,,,4,1,"[""FRONT"", ""REAR""]","[""TOYOTA"", ""UNKNOWN""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""MOTORIZED"", ""PRIUS""]",[],"[""48""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,1,1,night,41.9,-87.64,41.9_-87.64,0,1,48.0,48.0,48.0,Other
STRAIGHT AND LEVEL,612,2025-09-21 10:00:00,1,10,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.752189561,daylight,-87.6550054575,NO INDICATION OF INJURY,2,35,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,1231,no controls,ONE-WAY,clear,,,,,,4,0,"[""OTHER"", ""UNKNOWN""]","[""BUICK"", ""UNKNOWN""]","[""OTHER"", ""PARKED""]","[""ENCORE"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,10,1,morning,41.75,-87.66,41.75_-87.66,0,0,,,,Other
STRAIGHT AND LEVEL,621,2025-09-24 16:22:00,4,16,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,PEDESTRIAN,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,41.7543858553,daylight,-87.6441846394,NONINCAPACITATING INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,,,FAILING TO YIELD RIGHT-OF-WAY,W,800,no controls,T-INTERSECTION,clear,,1.0,,,,2,1,"[""UNKNOWN""]","[""UNKNOWN""]","[""TURNING LEFT""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""38""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]",2025,9,24,16,0,afternoon,41.75,-87.64,41.75_-87.64,0,0,38.0,38.0,38.0,Failure-to-Yield
STRAIGHT AND LEVEL,1632,2025-09-24 07:30:00,4,7,9,no injury / drive away,$500 OR LESS,NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9530102332,,-87.7877071626,NO INDICATION OF INJURY,2,10,UNABLE TO DETERMINE,,dry,UNABLE TO DETERMINE,W,6430,no controls,PARKING LOT,clear,1.0,,,,,4,0,"[""SIDE-RIGHT"", ""UNKNOWN""]","[""DODGE"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""MOTORIZED"", ""RAM 1500 VAN""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,7,0,morning,41.95,-87.79,41.95_-87.79,0,1,,,,Other
STRAIGHT AND LEVEL,1112,2025-09-21 12:20:00,1,12,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8988749605,daylight,-87.7260426077,NO INDICATION OF INJURY,2,30,NOT APPLICABLE,,dry,UNABLE TO DETERMINE,N,957,no controls,PARKING LOT,clear,,,,,1.0,4,0,"[""REAR-LEFT-CORNER"", ""UNKNOWN""]","[""DODGE"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""DURANGO"", ""MOTORIZED""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,21,12,1,morning,41.9,-87.73,41.9_-87.73,0,1,,,,Other
STRAIGHT AND LEVEL,332,2025-09-19 21:58:00,6,21,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,TURNING,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7733409702,"darkness, lighted road",-87.5769745558,NO INDICATION OF INJURY,2,30,IMPROPER TURNING/NO SIGNAL,,dry,NOT APPLICABLE,E,1949,no controls,DIVIDED - W/MEDIAN (NOT RAISED),clear,,,,,,4,1,"[""FRONT""]","[""BUICK"", ""DODGE""]","[""TURNING LEFT"", ""TURNING RIGHT""]","[""AVENGER"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""Y""]","[""26""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,19,21,0,evening,41.77,-87.58,41.77_-87.58,0,0,26.0,26.0,26.0,Other
